file,title,cluster
cdc329678216ba082e673fe9ecebca5353dc9060.json,,9
3843020862eda73775740154e71c3e991ebaaf8f.json,INHIBITION OF A~IN~PEPTIDASES N,8
f54b1d2032db8537d80fc36e29bc6fcdfb878435.json,Characterization of Monoclonal Antibodies against HA Protein of H1N1 Swine Influenza Virus and Protective Efficacy against H1 Viruses in Mice,0
fb616b384c73d1a6cd540445e1eca0ea821dc9db.json,Abdominal enlargement with ascites,3
76d446112561ab0100feb5323f071191e0aa02c6.json,Etiology of acute respiratory disease in fattening pigs in Finland,1
34e9fce03b5a874c55b510415614d40493cdb536.json,American Journal of Infection Control,5
26029ce6e9b908af320d79f5386380f45578fb82.json,Analysis of synonymous codon usage in porcine reproductive and respiratory syndrome virus,1
474978e3a0f1a8064083d7ae5136b968d10184ab.json,Transcriptional Regulation of Flotillins by the Extracellularly Regulated Kinases and Retinoid X Receptor Complexes,6
bab3d2a212eaf7740a45ee8efeec3db99bf94589.json,Complete Genome Sequence of a Very Virulent Porcine Epidemic Diarrhea Virus Strain,1
695c98c88802f05a1fe080f1f50ba04b1d6511f3.json,Testing for viral contaminants of veterinary vaccines in Hungary,1
2b6d180732c1857bfc8f5b724275c84c29cfc359.json,The use of synthetic polymers for delivery of therapeutic antisense oligodeoxynucleotides,8
4fcb5335f26d89d64cf5aa7487acbc813d02aa48.json,Peptide-conjugated morpholino oligomers inhibit porcine reproductive and respiratory syndrome virus replication,6
4a698e56af8042a4c35a26127c4da5fc5ff7fa95.json,Long non-coding RNA BST2/BISPR is induced by IFN and regulates the expression of the antiviral factor tetherin,6
76b96ffbbdea59714eba9d891362ceb32731ad90.json,Distributed under Creative Commons CC-BY 4.0 OPEN ACCESS Tandem mass tag-based quantitative proteomic analysis of lycorine treatment in highly pathogenic avian influenza H5N1 virus infection,8
8da5d4c7d3f991b1538e839ed944dcd2167112d0.json,Characterization of ACE and ACE2 Expression within Different Organs of the NOD Mouse,0
63f675b756e21a4b0f8038679217a30f48d9f308.json,Influence of the probiotic Bacillus cereus var. toyoi on the intestinal immunity of piglets,0
105d57cfb6190d7c7ee922e952f7d9591e72078b.json,Investigation of C-terminal domain of SARS nucleocapsid protein-Duplex DNA interaction using transistors and binding-site models Biographies,8
f7d0b9902c69ca509559d0870a1438ae653b52a2.json,Canine and feline pregnancy loss due to viral and non-infectious causes: A review,3
2d7c34a9712cade4afa2dbe07ef84dc1a9dd2791.json,In vitro evaluation of anthraquinones from Aloe vera (Aloe barbadensis Miller) roots and several derivatives against strains of influenza virus,8
2896c5193ae79e31e46c2eb50590dc8d58fe9a44.json,In Vivo Persistence of Human Rhinoviruses in Immunosuppressed Patients,9
ea5727a303e15d83277d3a70972006599442dbcf.json,Cas clinique SDRA par pneumonie à EBV,7
f5c98cd14309b651de163f822dc607437196e023.json,Tachycardie atriale chaotique au cours d'une infection respiratoire à coronavirus NL63 Atrial chaotic tachycardia during a respiratory tract infection due to NL63 coronavirus,7
c358f693da10ee3bf809185f771fa1dcf1beaa02.json,DETECTION OF CORONAVIRUS IN CALF FAECES WITH A HAEMADSORPTION-ELUTION-HAEMAGGLUTINATION ASSAY (HEHA),3
b1ea896cc7cf0af2906bb82b046788695e5d0d2d.json,Translating Innovation in Diagnostics: Challenges and Opportunities,3
c53bd19041d591f49de0a8bb1d196cf146aa2daf.json,A history of the therapeutic use of liquorice in Europe,3
c58195e4e9894fdbf2e89872912cd0fb46c9f947.json,796 www.eymj.org,5
6d60088295d3d6ae75adb805206f8844ba5c1288.json,Evidence for Variable Rates of Recombination in the MHV Genome,6
4bde0e7dd1c91ec8d150addef2288cb9ec7d51ad.json,User acceptance of reusable respirators in health care,5
ed9bd29d43d2781618f8c3133dd85492af8960ce.json,UK newspapers' representations of the 2009e10 outbreak of swine flu: one health scare not over-hyped by the media?,5
f223f427cbdd077ec84931fad74fb3a7a46fbc67.json,Lessons from the Bench and Clinical Trials,0
19f5eb39de2aef11b4e3b8c0fa4b92f048057d83.json,Airflow as a Possible Transmission Route of Middle East Respiratory Syndrome at an Initial Outbreak Hospital in Korea,8
0486ec801eb4e43086b6221019c9860b2086af17.json,Modeling and analysis of epidemic spreading on community networks with heterogeneity,4
eaa32e6b91a42f8c79e06cb8ea2285295d3c1536.json,,9
259ac67e44e833ea06564160ee399b76985f1145.json,Plasma proteomic profile of sulfur mustard exposed lung diseases patients using 2- dimensional gel electrophoresis,0
d68bafc744c51d3dafc0ba69c5b4350c420ce011.json,Z Zoonoses,3
b14cea53956bc6bedf4cec3254ab8a3b5bae91e0.json,Sustainable management measures for healthcare waste in China,5
978fcb9694711bd974f21203205a86d359868b3d.json,PCR for Detection of Oseltamivir Resistance in Influenza A(H7N9) Virus Technical Appendix Samples and Sample Collection,1
6ffde4d3288f780a7fdf52afbf21c7539a8b3ee7.json,Humoral immune response to Salmonella abortusovis in sheep: in vitro induction of an antibody synthesis from either sensitized or unprimed lymph node cells,0
78359038f048f01f02c2aa9742ae52cb30f09cf3.json,Biobanking in microbiology: From sample collection to epidemiology,3
ee3d6fcf2ed5408aef9c152f2e7145d916a1baee.json,BMC Infectious Diseases Different inflammatory responses are associated with Ureaplasma parvum-induced UTI and urolith formation,0
cadf735d33dcbf52a1b3fe307e5e29b02bf3ccd3.json,Viral Diseases of New World Camelids,3
a0fadc5ddc284f02c93cf8df1e63f015ab8b03a8.json,Genetic and biological characteristics of four novel recombinant avian infectious bronchitis viruses isolated in China,1
c28889f9b4d42c9c4b982b23f84fc0f8e63730c5.json,Viral diseases of the rabbit,3
e6f2e1e2ed2134caf19b447eb237ef3cded423f3.json,Tourism Management Impact of crisis events on Chinese outbound tourist flow: A framework for post-events growth ☆,5
8b0b2f1e4cfec5b7ad397ef4fb09dc83ee0a3e1c.json,BBA -Molecular and Cell Biology of Lipids Small-molecule inhibitors as potential therapeutics and as tools to understand the role of phospholipases A 2 ☆,8
07899a6af647ba443bf04599aa35d111d0d08cb3.json,brain sciences Review Multiple Sclerosis: Immunopathology and Treatment Update,0
5adf1ce218579cf9f0f919c778c05bf0f864c1a5.json,High Level Antibody Response to Pandemic Influenza H1N1/09 Virus Is Associated With Interferon-Induced Transmembrane Protein-3 rs12252-CC in Young Adults,0
0fa18c47543c3ce69a3c9e4d77958c4d3691b1ed.json,Significance of hydrophobic and charged sequence similarities in sodium-bile acid cotransporter and vitamin D-binding protein macrophage activating factor,8
86a192ab203fb764664055ddf5eb4e10f7933ea0.json,Potential biological weapons and warfare agents,1
45963ffdd0ae170faa623a48288f8e257503016b.json,Avian flu: What the otolaryngologist needs to know,9
c9ac0a1d2dd861bfa590dc654ddadb324a993fa0.json,What happened to health service utilization,5
a7f47a771ace5d75afbd36064bb1a843f9821f83.json,The persistence of multiple strains of avian influenza in live bird markets,4
e6d560c0ed2c420b3ca34de569c8a46d3722e2da.json,Validation of the Arabic Version of the Early Childhood Oral Health Impact Scale (ECOHIS),5
3503bc166c8ce5399efaf17bbd4de325bac26483.json,ENVIRONMENTAL AND SAFETY ISSUES WITH NANOPARTICLES,8
5a1a3d864a2110b730b3cbf6b7a1c01a0870be42.json,BENTHAM SCIENCE Impact Factor: 1.041 BENTHAM SCIENCE Send Orders for Reprints to reprints@benthamscience.ae An In-Silico Investigation of Phytochemicals as Antiviral Agents Against Dengue Fever,8
ad0d3c262412a85fc363d0d3aa42f2485c73a2b9.json,Alignment-free method for DNA sequence clustering using Fuzzy integral similarity,1
fb5c1465c1ef8643b98a3029afa0cbb3785db454.json,Comment 664 www,5
ace038ad5c62cabf0d49f6b8cc9aa0ee6f39a656.json,viruses Hepatitis E Virus Replication,6
fb7d22dbd056b414d86590eec14e213dbe8b1fbf.json,Viral life cycles captured in three-dimensions with electron microscopy tomography This review comes from a themed issue on Virus structure and function Edited,6
378773f6c9d010ee15efbe438e3aa3161fe0745c.json,Identification of Oxidative Stress and Toll-like Receptor 4 Signaling as a Key Pathway of Acute Lung Injury,0
3380c2147c090bd81525c67d4200fb3860517008.json,Intranasally Administered Antigen 85B Gene Vaccine in Non-Replicating Human Parainfluenza Type 2 Virus Vector Ameliorates Mouse Atopic Dermatitis,0
b73ef3672eff749b031df0e955fd22dd1744bb81.json,,9
2ea888daab5051a877778175c2349b630c5728f6.json,New Respiratory Enterovirus and Recombinant Rhinoviruses among Circulating Picornaviruses,1
f8de8f6a45f3cef1d1264c5c8a05de483e482f9b.json,The incidence of salmonellosis among dairy herds in the northeastern United States,1
8a665903721dadcf01c1dd7476a7715709cee0ad.json,Outcomes of Early Administration of Cidofovir in Non-Immunocompromised Patients with Severe Adenovirus Pneumonia,9
b92f186eac785ef058a89c4aa5a668b302a1c932.json,Intermediate Compartment: A Sorting Station between the Endoplasmic Reticulum and the Golgi Apparatus,6
eb2e1f738d39b3edeeea7a341f49f3f929af9fc2.json,-[2-(2-Benzoyl-and 2-benzylphenoxy)ethyl]uracils as potent anti-HIV-1 agents,8
66b75f26351610c74ee7f6e11ba60c826bea25b0.json,Talaromyces marneffei laboratory cross reactivity with Histoplasma and Blastomyces urinary antigen,9
3bb14b5cb2cc893b43a9d4a278288c441f92c151.json,vaccines) in public health emergencies,5
e7c60a85213af6f7452d426921285e5b8869a409.json,A framework for capturing the interactions between laypersonsÕ understanding of disease,5
63c64ba93501a9ec60ab113b55c23d5bc602a13c.json,A bioinformatic filter for improved base-call accuracy and polymorphism detection using the Affymetrix GeneChip Õ whole-genome resequencing platform,1
e172b0d49bd083dca5cd1021900477dd97774b84.json,If containment is not possible,4
c1e82ab3646382fd09d4e38c7041f89466f5028d.json,Mouse Hepatitis Virus Strain JHM Infects a Human Hepatocellular Carcinoma Cell Line,6
b0c4f1bdd3fe67c3d7501a7b2fbfc78f53c0d34f.json,Emerging Themes in PDZ Domain Signaling: Structure,6
b7f783ce7fc3715b718384a9295bd8afb24b93ec.json,Respiratory viruses associated with patients older than 50 years presenting with ILI in Senegal,9
488e866a3ed2d3764a91dad6a668a304859ce1ad.json,Viral lncRNA: A regulatory molecule for controlling virus life cycle,6
3a5bfccbd47694771018f0ee03b0eeedfeeb2ef9.json,Spatiotemporal Analysis of the 2014 Ebola Epidemic in West Africa,4
c014fba3340c136cad82c7be51768c6b31c5c962.json,Detection of human coronavirus 229E-specific antibodies using recombinant fusion proteins,1
59c41eef8e1d079fc6d1de1cf07cd989c8456d1c.json,S1 Appendix for "Role of extracellular matrix and microenvironment in regulation of tumor growth and LAR-mediated invasion in glioblastoma" The core control system (miR-451-AMPK-mTOR),4
e7eab33081228b6405ecc7a3d97fb803aca119ae.json,Influence of viral infection on the relationships between airway cytokines and lung function in asthmatic children the Community Action Against Asthma Steering Committee,9
76e0bd45995e7799e0f52be915f66719e24265a9.json,Pharmacokinetics of Anti-HBV Polyoxometalate in Rats,8
14d54b92c3bdfa5a17d694d1c6093bf5838ae837.json,Disparate effects of acute and chronic infection with SIVmac239 or SHIV-89.6P on macaque plasmacytoid dendritic cells,0
ef633a7b465c43413318b4e7545ffd10a8cde8d1.json,Attenuation of an original US porcine epidemic diarrhea virus strain PC22A via serial cell culture passage,1
fccb857b14fc2cff246d8907aab3576367993ed8.json,Induction of systemic and mucosal immune response and decrease in Streptococcus pneumoniae colonization by nasal inoculation of mice with recombinant lactic acid bacteria expressing pneumococcal surface antigen A,0
3552e2add68ba324057b9cbc8c53db1d339c8184.json,Reduced bone mineral density in male Severe Acute Respiratory Syndrome (SARS) patients in Hong Kong,9
cc99fbad2dc02c8b3848fcd294a00c91fc7b4fde.json,An assessment of the emergency response among health workers involved in the 2010 cholera outbreak in northern Nigeria Cholera outbreak emergency response in Nigeria,5
4ec19e6a2799bf2bebe635732de198d04ddedf64.json,Biochemical and Structural Insights into the Mechanisms of SARS Coronavirus RNA Ribose 29-O-Methylation by nsp16/nsp10 Protein Complex,6
d4fe065f337e5bfb3a405135d494bf5d12e47e79.json,Epidemiology and genetic variability of respiratory syncytial virus in Portugal,9
003f719a05b7a35ea4b778ded17cae230f5a0343.json,La,6
184aded923f0ac3cbdbcf74d2a5b42cda0f414c2.json,Towards standardization of RNA quality assessment using user-independent classifiers of microcapillary electrophoresis traces,1
c1a29945f51707d279560855da521ea878989333.json,A pan-coronavirus fusion inhibitor targeting the HR1 domain of human coronavirus spike,8
37dcd4f6316a14205dd4887216b931a3877a0f50.json,,1
6ef30c327132cbdcf5ee67605fa41086ef43fed4.json,Pediatric Patient Safety in the Ambulatory Setting,5
0a64b2c55fc2091358da4f83ac6fdc7701ddb46e.json,A rapid,6
89ca59fb95507593d4a4963c5f68eb189b71c5dd.json,,1
bc7c67f8bf777ec11fcdfdbd36ed0c3fb55f2c72.json,Age-specific contacts and travel patterns in the spatial spread of 2009 H1N1 influenza pandemic,4
51d21db5e8ca36606389719c3f44dc80e4ee236e.json,Novel Viruses,5
b568e29ae227d92d93445e88ecc084e723a52f8e.json,A case report of the enterovirus-D68 associated severe acute respiratory illness in a pediatric case from India,9
0d80c3f53b8900bb8d958492553dc052c2b3c628.json,Journal of Occupational Medicine and Toxicology The role of interleukin-12 in the heavy metal-elicited immunomodulation: relevance of various evaluation methods,0
6847321d1e8d6821cb6c65ba171a676be55c8fa1.json,Currently used nucleic acid amplification tests for the detection of viruses and atypicals in acute respiratory infections,9
703b0f937e3db3975e15b0f0afc230955e35ddac.json,Differential response of porcine immature monocyte-derived dendritic cells to virulent and inactivated transmissible gastroenteritis virus,0
bed1c9834dbd81a9e254940379f80c3447a122e9.json,Predicting virus emergence amid evolutionary noise,1
5cff75db9206bf32187afe812f3e958fd84bd9dc.json,Isolation of an equine coronavirus from adult horses with pyrogenic and enteric disease and its antigenic and genomic characterization in comparison with the NC99 strain,1
c6039f8933305c9f44a44c81a15b321b6c2848dc.json,Far-UVC light: A new tool to control the spread of airborne-mediated microbial 1 diseases 2,8
623ce18d70e77dc8355ee76e34b9e46b84aee81e.json,Pathogenesis of Viral Infections,3
f4efcd5ff6922b61877d1bc108dc4d3bc1d1302c.json,,1
8171299fc5073dfe98c4c56d5760ccb5f802f8f0.json,Adenine Enrichment at the Fourth CDS Residue in Bacterial Genes Is Consistent with Error Proofing for 11 Frameshifts,6
541efff1146fcb123189ad615099b67769ed41c5.json,Bat consumption in Thailand,5
1da83e55e26dc1c8b9179a94a8560a35f6fd80ce.json,Noninvasive ventilation support during fiberoptic bronchoscopy-guided nasotracheal intubation effectively prevents severe hypoxemia,9
aa2f12b3536ff5fc52ed7f75b76a447cec1d49e2.json,,8
2dfa0be1bb1a31162753d82e58eec064a193f72b.json,−1 Programmed Ribosomal Frameshifting as a Force-Dependent Process,8
40bf10143cbee94371fb682e9bf1dbfe05884433.json,Assessment of Immunogenicity and Neutralisation Efficacy of Viral-Vectored Vaccines Against Chikungunya Virus,0
ad6a3623db73b778bbfabb99c47116c30459e66d.json,Auxiliary activation of the complement system and its importance for the pathophysiology of clinical conditions,8
59c761eaa72007b50d08705d896c18b2802e2cbb.json,Resolution of obstructive sleep apnea after mandibular distraction osteogenesis in setting of delayed tongue-lip adhesion takedown A case report,9
c66be1e891285a777b15ba49e685452fed6ee837.json,,1
88ee8a63427422c89a01061e86807f4ac8148681.json,Ch Ap TEr 29,1
989b3ab9e08bcef68a844c9a522771d41ddf7cad.json,single Dose of consensus hemagglutinin-Based Virus-like Particles Vaccine Protects chickens against Divergent h5 subtype influenza Viruses,0
1808454d2e8c7d1088e58a5e3a52111a8c507554.json,Epidemiological,9
f9f1bacca8a3516f2eda225c06a9d66e97dcdf2e.json,Investigating public health emergency response information system initiatives in China,5
798026310eaadd09df393473a730d6935f91b4d4.json,Comprehensive Analysis and Comparison on the Codon Usage Pattern of Whole Mycobacterium tuberculosis Coding Genome from Different Area,4
f76b1d637fdb9e5d6a32d1a6d3804a2acb9f0f23.json,,5
511f9bb12027bac0cc1ab0c52db98ede7cd2d364.json,,3
8b67993220966ebef79688b594d852e4da9bbadb.json,Induction of Antiviral Immune Response through Recognition of the Repeating Subunit Pattern of Viral Capsids Is Toll- Like Receptor 2 Dependent,0
b5e34700dd830c1bbbbdee303778a5ff5f907d45.json,In vivo studies on cytokine involvement during acute viral respiratory disease of swine: troublesome but rewarding,0
fba3484c3e6d586d8c9dc67153fea9a345609f0a.json,Biological Hazards and Select Agents,5
8d0569b9fe93d0997ca38060117ffc6381122957.json,Application of RNA interference for inhibiting the replication of feline immunodeficiency virus in chronically infected cell lines,0
69008e4d4e158ae9484c3821e4384aa5948c3209.json,Recombination and convergent evolution led to the emergence of 2019 Wuhan coronavirus,1
78057e9db3bebe6ecfc99fbc036414ebd4115cfd.json,Diminished COX-2/PGE 2 -Mediated Antiviral Response Due to Impaired NOX/MAPK Signaling in G6PD-Knockdown Lung Epithelial Cells,0
01cadfe2bb23b6989e57fce2ba744691557faa93.json,Positive experiences of volunteers working in deployable laboratories in West Africa during the Ebola outbreak,5
a1fd28115cfa14869f29f30d2121c1058e6e81e9.json,CLINICAL AND IMMUNOLOGIC RESPONSES IN PATIENTS WITH VIRAL KERATOCONJUNCTIVITIS,9
4ea6973e872fb9116a21c6539d2aba2ea5c1337c.json,Protein Kinase C-δ Mediates Shedding of Angiotensin-Converting Enzyme 2 from Proximal Tubular Cells,0
0ca5279816f66f7fd8c0bdb09d15f5953e019b68.json,Comparative Study of Microbiological Monitoring Results from Three Types of Sampling Methods after Gastrointestinal Endoscope Reprocessing,9
83b367f6d7f3544e11280bc2c78c9d7d5c13906a.json,Comparison of FilmArray Respiratory Panel and laboratory-developed real-time reverse transcription-polymerase chain reaction assays for respiratory virus detection ☆ ,9
4615051fd7d1bae4ffa5ec9b8227e6bd84d6cd3f.json,The influence of collagen film nanostructure on pulmonary stem cells and collagenestromal cell interactions,8
65a592b6ee1ab68d0158778aa9f71da79fe3499b.json,An outbreak of acute respiratory disease in China caused by human adenovirus type B55 in a physical training facility,1
7897f50f705efbca5fec643c60fa9945fa524bbd.json,,3
9d12f3a201435c9d24dc9b356283edf8bd3a234d.json,Exacerbation of Japanese Encephalitis by CD11c hi Dendritic Cell Ablation Is Associated with an Imbalance in Regulatory Foxp3 + and IL-17 + CD4 + Th17 Cells and in Ly-6C hi and Ly-6C lo Monocytes BRIEF COMMUNICATION,0
fe83b78b82d15a20c4c1b07f472785d851b5f982.json,BMC Infectious Diseases Procalcitonin levels and bacterial aetiology among COPD patients admitted to the ICU with severe pneumonia: a prospective cohort study,9
96464179873570564cc07be6219abb043caad44a.json,Modeling Heterogeneity in Direct Infectious Disease Transmission in a Compartmental Model,4
748ef951c31564eb3eb37a7bc947ce5ff4cb5fdd.json,Fluorescence Competition Assay Measurements of Free Energy Changes for RNA Pseudoknots †,8
71c76951a89184cf302e4da51e86152f6562608f.json,The South Korean Hotel Sector's Perspectives on the ' Pre-' and ' Post-event ' Impacts of the Co-hosted 2002 Football World Cup,5
11f2984bccfb6cb8952bceea9209357821a0583a.json,Neglected Tropical Diseases in the Anthropocene: The Cases of Zika,5
9a0bbb306cddc7201b312cba0ab8181e971e7b6e.json,In vitro inhibition of feline coronavirus replication by small interfering RNAs,6
e6b8ff26b423ef6507f006d69f9a183fb1147988.json,The More the Better? A Comparison of the Information Sources Used by the Public during Two Infectious Disease Outbreaks,5
75882d6856d4243248aa32fe119153efeb0dbe12.json,Lipopolysaccharide and Tumor Necrosis Factor Alpha Inhibit Interferon Signaling in Hepatocytes by Increasing Ubiquitin-Like Protease 18 (USP18) Expression,0
cad994637f061356cd5ea11a7570b2f5ad38ed47.json,Estimating Potential Infection Transmission Routes in Hospital Wards Using Wearable Proximity Sensors,5
7b0510f8258fc50bcff6f0e1a66c54c04093f9d1.json,A systematic review of the active saikosaponins and extracts isolated from Radix Bupleuri and their applications,8
cf3d012a747aadc8d8756951bd68985c0589f45b.json,Examining the relationship between household air pollution and infant microbial nasal carriage in a Ghanaian cohort,9
6439aa846c66ee03030be2e2f742304fae6810be.json,Group 2 coronaviruses prevent immediate early interferon induction by protection of viral RNA from host cell recognition,6
8c1c3b1f8dedc265986178cbd90213cd0f6b73cb.json,Activation of protein kinase R is required for induction of stress granules by respiratory syncytial virus but dispensable for viral replication,6
fa7efebcda313f717da4b56f4b846b0eaad002f1.json,Development of Taqman RT-nested PCR system for clinical SARS-CoV detection,1
f9abfd47a6bb0807811f3e5648fbb48e750322db.json,Antibiotics in feed,3
afc498abcb287239b8ea84ff535adf09158b0cfe.json,ANDES: Statistical tools for the ANalyses of DEep Sequencing,4
01a67ebcdff08c33e7cda01649297647dc170ae4.json,,3
b067a208058f1edd575cb8c0c6726674bd66af50.json,Mutagenesis of the murine hepatitis virus nsp1-coding region identifies residues important for protein processing,6
99cc0233178fb1ede4d4f447dac746bcc3baeaeb.json,Evidence of intra-segmental homologous recombination in influenza A virus,1
84737ac767f2be6c8623fb433c75e0fa5faf95b0.json,Serial Multiple Mediation Analyses: How to Enhance Individual Public Health Emergency Preparedness and Response to Environmental Disasters,5
86fe00ed292aab3fd191a7f8253d33dad3be59b3.json,Virology Journal Distinct cellular responses differentiating alcohol-and hepatitis C virus-induced liver cirrhosis,0
8ac886d6b20755b99f0d627f55536e4cc0d6107c.json,The Ebola clinical trials: a precedent for research ethics in disasters,5
4991fbb65749de5be368cf396f0e4e1074622888.json,Structural insights into coronavirus entry,6
867ebb2be2d466bcb35e5a7319708eaff39c4799.json,Antimicrobial prescribing in Australian hospitals; antimicrobial choice and indications for inappropriate prescribing,9
fec3f745a9b28ad09219b8a5a83433af27cc5b01.json,Preparation and characterization of a single-domain antibody specific for the porcine epidemic diarrhea virus spike protein,0
ab1f467d067233119dcffc5c542a88cbd7794397.json,C-ME: A 3D Community-Based,5
e4ab13f7afa998bb0a8e111b271dffa27e42df12.json,Generalized Intravascular Proliferation in Two Cats: Endotheliosis or Intravascular Pseudoangiosarcoma?,3
01313cfb80a0a3532ae597e05482797329f9beb4.json,Co-expression vs. co-infection using baculovirus expression vectors in insect cell culture: Benefits and drawbacks,6
895802473a41aa3faa0e329e635f4e3912228831.json,TWO NEUROTROPIC VIRUSES,6
7a8f5602e6965231fd63c55c95b2d1523c3f8091.json,Role of Human Polyomaviruses in Respiratory Tract Disease in Young Children,9
2bd6e33d92632dfcba4056a2d7355ced5b7ab1fd.json,Reducing the Impact of the Next Influenza Pandemic Using Household-Based Public Health Interventions A B S T R A C T Background,4
47dfb70a9174ea549a6850eb64223361ff14e597.json,Virology Journal,6
00c19aff3efc6e6430f77d81580ac927990ad5a2.json,Utility of bronchoalveolar lavage in the management of immunocompromised patients presenting with lung infiltrates,9
a5bedf3a8d33e6b501c2203982eaaa5567011d86.json,Classical Swine Fever Virus vs. Classical Swine Fever Virus: The Superinfection Exclusion Phenomenon in Experimentally Infected Wild Boar,1
4b3db1afbb09965a110dc0c987dbf0d482a1b765.json,Cytokine,0
dc350cbdde2a3f0a4f9fa37f453fb8baa98f87f3.json,A GERM-FREE STATUS DOES NOT PROTECT FROM THE LETHAL EFFECTS OF ACUTE LUNG DAMAGE CAUSED BY O,3
8dc8c40ee8b61c5660b15c9e81e928eb3dc44ee5.json,Highly similar structural frames link the template tunnel and NTP entry tunnel to the exterior surface in RNA-dependent RNA polymerases,6
377676b63e2a2c4571a0a7e56efec38cd733f04d.json,Impact of polymorphisms in the DC-SIGNR neck domain on the interaction with pathogens,0
8b362dcea049948d839dc56f42f18f0df2be0a4c.json,Epidemiology of Infectious Diarrhea Basic Concepts,3
42bb18ca1f49d74b80f2bab85b3878cade647b08.json,Comparison of Thermal and Non-Thermal Processing of Swine Feed and the Use of Selected Feed Additives on Inactivation of Porcine Epidemic Diarrhea Virus (PEDV),1
190148a7b5215fffbd8626dcfb4836db92fe7c59.json,Recommendations from workshops of the second international feline coronavirus/feline infectious peritonitis symposium Recommendations for control of FCoV in catteries (Pedersen),3
11f13e2859eb22b349dbef68fd8124b8ba445aac.json,Morbidity and Mortality Weekly Report,5
4b9911544622c1028499e1db9cf9fb783c2ed863.json,Proteomic Profiling of the Amniotic Fluid to Detect Inflammation,3
6285c867e075bba0b64f163f2bcafd5fd34bd910.json,The coronavirus nucleocapsid protein is ADP-ribosylated,6
48a8ad8d5c1a4ec2d3fe762a928a3c2e67af8c2b.json,Viral proteins function as ion channels,6
af13909503333083aafe453960a51245b0486595.json,Characterization of a novel bat-HKU2-like swine enteric alphacoronavirus (SeACoV) infection in cultured cells and development of a SeACoV infectious clone,6
39a8b29aed8fba1a6ad67e78885e998277236bb8.json,Rapid detection of porcine parvovirus DNA by sensitive loop-mediated isothermal amplification,1
8421dfdeccb793a0f326dede0a11e437450b6b59.json,ANALYTICAL BIOCHEMISTRY,6
5c31897d01f3edc7f58a0f03fceec2373fcfdc3d.json,,4
da482f25835a0764b3ba178a75956ecaae16c4ae.json,Nonneoplastic Disorders of the Brain,3
8467fd498e5b76cffe89afe4ac3c36c1ed2a6e10.json,Cointegration between oil spot and future prices of the same and different grades in the presence of structural change,4
261c9158a7f08cb5c965b6a78821ad658b84474e.json,ANTIGENICITY OF STRUCTURAL COMPONENTS FROM PORCINE TRANSMISSIBLE GASTROENTERITIS VIRUS,3
6f8e7a77ebc57d7dda4d0609b087e69e410591cd.json,,7
b952307f004f6feab9b3ae2cbee6d14f28ef9b4d.json,Molecular Basis of the Differentiation and Function of Virus Specific Follicular Helper CD4 + T Cells,0
1aa3e788fc6b03c147e37200c3b011ca7a289a5c.json,Dark Proteome of Newly Emerged SARS-CoV-2 in Comparison with Human and Bat Coronaviruses,6
2cf45a5a4224dbf38d537eace1f6d49327e3487d.json,Supplementary Information 7: Vector-borne Disease Screening -General Principles Diagnostic testing,1
51e3ddc1ff3bb3ec9377fc995a12b632799b58b9.json,A new isolation method for rat intraepithelial lymphocytes,0
49f7f726a602a3e20d2525a7b696fd4a41d8430c.json,TaqMan probe array for quantitative detection of DNA targets,8
97027e08cb413795cf19064338efd049fe5d491b.json,Novel splicing and open reading frames revealed by long-read direct RNA sequencing of 1 adenovirus transcripts 2 3,6
0eae6cad68158cefd58f69d7517a869f9621d3c9.json,Clinical and epidemiologic characteristics of dengue and other etiologic agents among patients with acute febrile illness,9
7601f80f8b2d0ad5ca0079439ef90136664e9cfb.json,,3
176ae38c6006913f145c24e307aee89fa4dbd634.json,,5
f6cc1fb438f7fa13b875829e91269c0dae2b2834.json,Membranous glomerulonephritis in the Iberian lynx (Lynx pardinus),3
2c2f0107d55f1c770896c982d59e0bfa035fd4d7.json,FULL PAPER Virology Development of a one-run real-time PCR detection system for pathogens associated with porcine respiratory diseases,1
618a793838421a7bf238e8f6ae2635ca3d2f5a25.json,Regulation of Nucleotide Metabolism and Germline Proliferation in Response to Nucleotide Imbalance and Genotoxic Stresses by EndoU Nuclease HHS Public Access,6
8bf5a66852b114e39a9ce99f40fa1c336f290d03.json,Number 6 Fontana et al 431,8
922c1567a2586e3a7c8c955622465e91f5a9456d.json,Kinetics and synergistic effects of siRNAs targeting structural and replicase genes of SARS-associated coronavirus,6
ce75acf2c22c37fdd88ecf5ed40c6713443fef47.json,Cross-Reactivity of TCR Repertoire: Current Concepts,0
2141f65d307159d96e111b2f68dff9fe7499054e.json,,0
86dfb3c7e72f3aec8bc2f425f4fd5c4c3aab2ca4.json,Evaluation of bioaerosol samplers for the detection and quantification of influenza virus from artificial aerosols and influenza virus-infected ferrets,9
d61d66e22524793eb025db202a84eaaae50da2bf.json,TEXT S1 Adaptive contact networks change effective disease infectiousness and dynamics,4
68e3c3e085b4248b8c185480e742ea35b75f0b20.json,Application of Microbial Cleaning Technology for Removal of Surface Contamination Chapter Outline,8
7cc4fbbb0881277449c41f6f408fab4fb9b907f5.json,Chemical screen identifies a geroprotective role of quercetin in premature aging,0
f8b28dc077a4d62178940c43350079dd6b0b91bd.json,Mesoniviruses are mosquito-specific viruses with extensive geographic distribution and host range,1
